name,tier,website,logo_url,description,event,event_year,source_url,notes
NewBit Exchange,Gold Sponsor,,https://cdn.prod.website-files.com/6756df8f05088bc3e51c64ea/6a3a8948aac7a7d665a9703f_Risesun.png,,TOKEN2049 Singapore,2026,https://www.token2049.com/singapore/partners,Confirmed 2026 sponsor
Sumsub,Gold Sponsor,,https://cdn.prod.website-files.com/6756df8f05088bc3e51c64ea/6a3a8950662a3d54b8e85874_Sumsub.png,,TOKEN2049 Singapore,2026,https://www.token2049.com/singapore/partners,Confirmed 2026 sponsor
Tangem,Gold Sponsor,,https://cdn.prod.website-files.com/6756df8f05088bc3e51c64ea/6a3a8958f2fb913f99a71e2a_Tangem.png,,TOKEN2049 Singapore,2026,https://www.token2049.com/singapore/partners,Confirmed 2026 sponsor
toobit.com,Gold Sponsor,,https://cdn.prod.website-files.com/6756df8f05088bc3e51c64ea/6a3a895e49e87f0ee5e737a7_Toobit.png,,TOKEN2049 Singapore,2026,https://www.token2049.com/singapore/partners,Confirmed 2026 sponsor
Tothemoon,Gold Sponsor,,https://cdn.prod.website-files.com/6756df8f05088bc3e51c64ea/6a3a8962e01d7a219fbdcd05_Tothemoon.png,,TOKEN2049 Singapore,2026,https://www.token2049.com/singapore/partners,Confirmed 2026 sponsor
WasabiCard,Gold Sponsor,,https://cdn.prod.website-files.com/6756df8f05088bc3e51c64ea/6a3a8962e01d7a219fbdcd0b_Wasabicard.png,,TOKEN2049 Singapore,2026,https://www.token2049.com/singapore/partners,Confirmed 2026 sponsor
WeChange,Gold Sponsor,,https://cdn.prod.website-files.com/6756df8f05088bc3e51c64ea/6a3a896b527447b6db15b172_Wechange.png,,TOKEN2049 Singapore,2026,https://www.token2049.com/singapore/partners,Confirmed 2026 sponsor
A-Field Tech,Silver Sponsor,,https://cdn.prod.website-files.com/6756df8f05088bc3e51c64ea/6a3a942c91c44fea24bc5249_A-Field-Tech.png,,TOKEN2049 Singapore,2026,https://www.token2049.com/singapore/partners,Confirmed 2026 sponsor
aeon.xyz,Silver Sponsor,,https://cdn.prod.website-files.com/6756df8f05088bc3e51c64ea/6a3a942c91c44fea24bc523c_AEON.png,,TOKEN2049 Singapore,2026,https://www.token2049.com/singapore/partners,Confirmed 2026 sponsor
Alchemy Pay,Silver Sponsor,,https://cdn.prod.website-files.com/6756df8f05088bc3e51c64ea/6a3a942c91c44fea24bc5240_Alchemy-Pay.png,,TOKEN2049 Singapore,2026,https://www.token2049.com/singapore/partners,Confirmed 2026 sponsor
Altery,Silver Sponsor,,https://cdn.prod.website-files.com/6756df8f05088bc3e51c64ea/6a3a9432dbf521d9a6491487_Altery.png,,TOKEN2049 Singapore,2026,https://www.token2049.com/singapore/partners,Confirmed 2026 sponsor
BTSE Enterprise Solutions,Silver Sponsor,,https://cdn.prod.website-files.com/6756df8f05088bc3e51c64ea/6a3a9432dbf521d9a649147e_BTSE.png,,TOKEN2049 Singapore,2026,https://www.token2049.com/singapore/partners,Confirmed 2026 sponsor
BVI Finance,Silver Sponsor,,https://cdn.prod.website-files.com/6756df8f05088bc3e51c64ea/6a3a942c91c44fea24bc5259_BVI-Finance.png,,TOKEN2049 Singapore,2026,https://www.token2049.com/singapore/partners,Confirmed 2026 sponsor
bvihongkongoffice.com.hk,Silver Sponsor,,https://cdn.prod.website-files.com/6756df8f05088bc3e51c64ea/6a3a9433dbf521d9a6491491_BVI-Hong-Kong-Office.png,,TOKEN2049 Singapore,2026,https://www.token2049.com/singapore/partners,Confirmed 2026 sponsor
CardsPro,Silver Sponsor,,https://cdn.prod.website-files.com/6756df8f05088bc3e51c64ea/6a3a9432dbf521d9a649148d_CardsPro.png,,TOKEN2049 Singapore,2026,https://www.token2049.com/singapore/partners,Confirmed 2026 sponsor
CoinRabbit,Silver Sponsor,,https://cdn.prod.website-files.com/6756df8f05088bc3e51c64ea/6a3a942c91c44fea24bc5243_CoinRabbit.png,,TOKEN2049 Singapore,2026,https://www.token2049.com/singapore/partners,Confirmed 2026 sponsor
Cregis,Silver Sponsor,,https://cdn.prod.website-files.com/6756df8f05088bc3e51c64ea/6a3a942c91c44fea24bc524e_Cregis.png,,TOKEN2049 Singapore,2026,https://www.token2049.com/singapore/partners,Confirmed 2026 sponsor
Crystal Intelligence,Silver Sponsor,,https://cdn.prod.website-files.com/6756df8f05088bc3e51c64ea/6a3a942c91c44fea24bc5254_Crystal-Intelligence.png,,TOKEN2049 Singapore,2026,https://www.token2049.com/singapore/partners,Confirmed 2026 sponsor
DLT LAW,Silver Sponsor,,https://cdn.prod.website-files.com/6756df8f05088bc3e51c64ea/6a3a9432dbf521d9a649148a_DLT-Law.png,,TOKEN2049 Singapore,2026,https://www.token2049.com/singapore/partners,Confirmed 2026 sponsor
Ellipal,Silver Sponsor,,https://cdn.prod.website-files.com/6756df8f05088bc3e51c64ea/6a3a942c91c44fea24bc5251_Ellipal.png,,TOKEN2049 Singapore,2026,https://www.token2049.com/singapore/partners,Confirmed 2026 sponsor
EverValue Coin,Silver Sponsor,,https://cdn.prod.website-files.com/6756df8f05088bc3e51c64ea/6a3a942c91c44fea24bc5246_Evervalue.png,,TOKEN2049 Singapore,2026,https://www.token2049.com/singapore/partners,Confirmed 2026 sponsor
FameEX,Silver Sponsor,,https://cdn.prod.website-files.com/6756df8f05088bc3e51c64ea/6a3a942de3d292527bdbd00d_FameEx.png,,TOKEN2049 Singapore,2026,https://www.token2049.com/singapore/partners,Confirmed 2026 sponsor
ForumPay,Silver Sponsor,,https://cdn.prod.website-files.com/6756df8f05088bc3e51c64ea/6a3a9432dbf521d9a6491484_ForumPay.png,,TOKEN2049 Singapore,2026,https://www.token2049.com/singapore/partners,Confirmed 2026 sponsor
Gather,Silver Sponsor,,https://cdn.prod.website-files.com/6756df8f05088bc3e51c64ea/6a3a9453c17822ec8e8b91f0_Gather.png,,TOKEN2049 Singapore,2026,https://www.token2049.com/singapore/partners,Confirmed 2026 sponsor
Hong Kong International New Economic Research Institute,Silver Sponsor,,https://cdn.prod.website-files.com/6756df8f05088bc3e51c64ea/6a3a9453c17822ec8e8b91f4_Hong-Kong-International-New-Economic-Research-Institute.png,,TOKEN2049 Singapore,2026,https://www.token2049.com/singapore/partners,Confirmed 2026 sponsor
Inpay,Silver Sponsor,,https://cdn.prod.website-files.com/6756df8f05088bc3e51c64ea/6a3a9453c17822ec8e8b91fa_Inpay.png,,TOKEN2049 Singapore,2026,https://www.token2049.com/singapore/partners,Confirmed 2026 sponsor
Jumio,Silver Sponsor,,https://cdn.prod.website-files.com/6756df8f05088bc3e51c64ea/6a3a9453c17822ec8e8b9200_Jumio.png,,TOKEN2049 Singapore,2026,https://www.token2049.com/singapore/partners,Confirmed 2026 sponsor
LunaPR,Silver Sponsor,,https://cdn.prod.website-files.com/6756df8f05088bc3e51c64ea/6a3a9432dbf521d9a6491481_LunaPR.png,,TOKEN2049 Singapore,2026,https://www.token2049.com/singapore/partners,Confirmed 2026 sponsor
Magnetto,Silver Sponsor,,https://cdn.prod.website-files.com/6756df8f05088bc3e51c64ea/6a3a9453c17822ec8e8b91ea_Magnetto.png,,TOKEN2049 Singapore,2026,https://www.token2049.com/singapore/partners,Confirmed 2026 sponsor
MST Blockchain,Silver Sponsor,,https://cdn.prod.website-files.com/6756df8f05088bc3e51c64ea/6a3a9453c17822ec8e8b91ed_MST-Blockchain.png,,TOKEN2049 Singapore,2026,https://www.token2049.com/singapore/partners,Confirmed 2026 sponsor
n.exchange,Silver Sponsor,,https://cdn.prod.website-files.com/6756df8f05088bc3e51c64ea/6a3a9453c17822ec8e8b91e6_N.Exchange.png,,TOKEN2049 Singapore,2026,https://www.token2049.com/singapore/partners,Confirmed 2026 sponsor
OVHcloud,Silver Sponsor,,https://cdn.prod.website-files.com/6756df8f05088bc3e51c64ea/6a3a9458c17822ec8e8b9335_OVHCloud.png,,TOKEN2049 Singapore,2026,https://www.token2049.com/singapore/partners,Confirmed 2026 sponsor
PAX Markets,Silver Sponsor,,https://cdn.prod.website-files.com/6756df8f05088bc3e51c64ea/6a3a9453c17822ec8e8b91fd_PAX-Markets.png,,TOKEN2049 Singapore,2026,https://www.token2049.com/singapore/partners,Confirmed 2026 sponsor
PhotonPay,Silver Sponsor,,https://cdn.prod.website-files.com/6756df8f05088bc3e51c64ea/6a3a9453c17822ec8e8b91f7_PhotonPay.png,,TOKEN2049 Singapore,2026,https://www.token2049.com/singapore/partners,Confirmed 2026 sponsor
PlanX,Silver Sponsor,,https://cdn.prod.website-files.com/6756df8f05088bc3e51c64ea/6a3a9458c17822ec8e8b9332_PlanX.png,,TOKEN2049 Singapore,2026,https://www.token2049.com/singapore/partners,Confirmed 2026 sponsor
SilverTimes,Silver Sponsor,,https://cdn.prod.website-files.com/6756df8f05088bc3e51c64ea/6a3a9458c17822ec8e8b9338_SilverTimes.png,,TOKEN2049 Singapore,2026,https://www.token2049.com/singapore/partners,Confirmed 2026 sponsor
Summ,Silver Sponsor,,https://cdn.prod.website-files.com/6756df8f05088bc3e51c64ea/6a3a9453c17822ec8e8b9203_Summ.png,,TOKEN2049 Singapore,2026,https://www.token2049.com/singapore/partners,Confirmed 2026 sponsor
Trade stars,Silver Sponsor,,https://cdn.prod.website-files.com/6756df8f05088bc3e51c64ea/6a3a9458c17822ec8e8b933b_TradeStars.png,,TOKEN2049 Singapore,2026,https://www.token2049.com/singapore/partners,Confirmed 2026 sponsor
Universe Pro,Silver Sponsor,,https://cdn.prod.website-files.com/6756df8f05088bc3e51c64ea/6a3a9458c17822ec8e8b932a_UniversePro.png,,TOKEN2049 Singapore,2026,https://www.token2049.com/singapore/partners,Confirmed 2026 sponsor
UPay,Silver Sponsor,,https://cdn.prod.website-files.com/6756df8f05088bc3e51c64ea/6a3a9458c17822ec8e8b9324_UPay.png,,TOKEN2049 Singapore,2026,https://www.token2049.com/singapore/partners,Confirmed 2026 sponsor
Utila,Silver Sponsor,,https://cdn.prod.website-files.com/6756df8f05088bc3e51c64ea/6a3a9458c17822ec8e8b932d_Utila.png,,TOKEN2049 Singapore,2026,https://www.token2049.com/singapore/partners,Confirmed 2026 sponsor
ZAN,Silver Sponsor,,https://cdn.prod.website-files.com/6756df8f05088bc3e51c64ea/6a3a9458c17822ec8e8b9321_Zan.png,,TOKEN2049 Singapore,2026,https://www.token2049.com/singapore/partners,Confirmed 2026 sponsor
ZEX PR WIRE,Silver Sponsor,,https://cdn.prod.website-files.com/6756df8f05088bc3e51c64ea/6a3a9458c17822ec8e8b931e_ZEX-PR-Wire.png,,TOKEN2049 Singapore,2026,https://www.token2049.com/singapore/partners,Confirmed 2026 sponsor
Zircon Securities,Silver Sponsor,,https://cdn.prod.website-files.com/6756df8f05088bc3e51c64ea/6a3a9458c17822ec8e8b9327_Zircon-Securities.png,,TOKEN2049 Singapore,2026,https://www.token2049.com/singapore/partners,Confirmed 2026 sponsor
Audemars Piguet,Lifestyle Partner,,https://cdn.prod.website-files.com/6756df8f05088bc3e51c64ea/68d15a0b8f77c992b284480f_AgVNLlYaJ2IGZ3Naa26mCMaFJt5ml3CljaAYJ6d9vKc.png,,TOKEN2049 Singapore,2026,https://www.token2049.com/singapore/partners,Carried over from 2025 lineup (per page label)
McLaren,Lifestyle Partner,,https://cdn.prod.website-files.com/6756df8f05088bc3e51c64ea/68d15a0d6c5c7afb9b2fb956_EhvO0DlrDLMUJPIGYVbMaTf9TzYVl7pg3e9EclwSKC4.png,,TOKEN2049 Singapore,2026,https://www.token2049.com/singapore/partners,Carried over from 2025 lineup (per page label)
Sotheby’s,Lifestyle Partner,,https://cdn.prod.website-files.com/6756df8f05088bc3e51c64ea/68d15a135235e1e52af23ba0_RCGJOAvgmPTi2-hG1Zvq_bxUM9z5Knn7dzPib-N05dU.png,,TOKEN2049 Singapore,2026,https://www.token2049.com/singapore/partners,Carried over from 2025 lineup (per page label)
Moët Hennessy Diageo (MHD),Lifestyle Partner,,https://cdn.prod.website-files.com/6756df8f05088bc3e51c64ea/68d15a157c66a41bf1bd98d4_qOYo3xwRizcB9Qa9w5M6XYiAPudNWDT1aesRyH7Bk3k.avif,,TOKEN2049 Singapore,2026,https://www.token2049.com/singapore/partners,Carried over from 2025 lineup (per page label)
Mandarin Oriental,Lifestyle Partner,,https://cdn.prod.website-files.com/6756df8f05088bc3e51c64ea/68d15a185797d81ec5cf77da_gI5PKccBW_xfAsl81dbJWVKY-sUrty8fhqantkvp4_k.svg,,TOKEN2049 Singapore,2026,https://www.token2049.com/singapore/partners,Carried over from 2025 lineup (per page label)
Marina Bay Sands,Lifestyle Partner,,https://cdn.prod.website-files.com/6756df8f05088bc3e51c64ea/690da9caad8b104d46309956_4d6ELU_yUdpb5w2n6KCvyisFg91Sc23UG4ALLe57b8M.png,,TOKEN2049 Singapore,2026,https://www.token2049.com/singapore/partners,Carried over from 2025 lineup (per page label)
Jumeirah,Lifestyle Partner,,https://cdn.prod.website-files.com/6756df8f05088bc3e51c64ea/690da9cc44c40c87f349f35e_jqEp4TxRBqsiJRZKWBCTImMds3xUnv_4Oi4uab4wEFY.png,,TOKEN2049 Singapore,2026,https://www.token2049.com/singapore/partners,Carried over from 2025 lineup (per page label)
Nobu,Lifestyle Partner,,https://cdn.prod.website-files.com/6756df8f05088bc3e51c64ea/690da9d0b4badc43167ba069_PXkOovwjn73dNCuYlKZX_UAfUblf6vgQfZNGsciXm3Y.png,,TOKEN2049 Singapore,2026,https://www.token2049.com/singapore/partners,Carried over from 2025 lineup (per page label)
Ruinart,Lifestyle Partner,,https://cdn.prod.website-files.com/6756df8f05088bc3e51c64ea/68d15a1f2a9a9b37af52c58b_yrfsc31gTBlXGGmrXocbNJI7ESSpLwwKZZBEoOOFp6k.avif,,TOKEN2049 Singapore,2026,https://www.token2049.com/singapore/partners,Carried over from 2025 lineup (per page label)
Blueprint,Lifestyle Partner,,https://cdn.prod.website-files.com/6756df8f05088bc3e51c64ea/690da9d49f1ff719a3682a6c_a6P0Y6siG80JeIfsqKTE1GOCnXi_yGi8A5ODTI1Pyqw.png,,TOKEN2049 Singapore,2026,https://www.token2049.com/singapore/partners,Carried over from 2025 lineup (per page label)
Bryan Johnson,Lifestyle Partner,,https://cdn.prod.website-files.com/6756df8f05088bc3e51c64ea/690da9d6bb6805f44c2a009f_UtGOhmxA71IlQc833JyykKcpA8VG98j8fxjxFuYw21w.png,,TOKEN2049 Singapore,2026,https://www.token2049.com/singapore/partners,Carried over from 2025 lineup (per page label)
XO (VistaJet),Lifestyle Partner,,https://cdn.prod.website-files.com/6756df8f05088bc3e51c64ea/690da9d76e2711fe3cc283b6_CfETjAKsuR4k2qDmMAy6fMhHDA8a1rcSWGehpJAy49c.png,,TOKEN2049 Singapore,2026,https://www.token2049.com/singapore/partners,Carried over from 2025 lineup (per page label)
Capella,Lifestyle Partner,,https://cdn.prod.website-files.com/6756df8f05088bc3e51c64ea/690da9d94c9d5a698ec482fd_7O1FJLJgoTwn9cH0Rl2czKtZz0r55Ab_gAmhRbq0UmY.png,,TOKEN2049 Singapore,2026,https://www.token2049.com/singapore/partners,Carried over from 2025 lineup (per page label)
National Gallery Singapore,Lifestyle Partner,,https://cdn.prod.website-files.com/6756df8f05088bc3e51c64ea/690da9da29497ebf0f7d9501_wJEMthosvFQtocxUlIG_CVEHM_FM_VzKm6YCM7X-2jw.png,,TOKEN2049 Singapore,2026,https://www.token2049.com/singapore/partners,Carried over from 2025 lineup (per page label)
Wristcheck,Lifestyle Partner,,https://cdn.prod.website-files.com/6756df8f05088bc3e51c64ea/690da9dc45a1c99c3f8b197c_lg4eTbFX3w-N6TD2WMJdr5JkxeN_JAqKgNKRQcwFBE0.png,,TOKEN2049 Singapore,2026,https://www.token2049.com/singapore/partners,Carried over from 2025 lineup (per page label)
JAI by One Siam,Lifestyle Partner,,https://cdn.prod.website-files.com/6756df8f05088bc3e51c64ea/690da9ddd77bedd17fcb99bf_0_8DavvP0Zq48wuoiYh3QejPV7s96d9eZRLI1QZDgOQ.png,,TOKEN2049 Singapore,2026,https://www.token2049.com/singapore/partners,Carried over from 2025 lineup (per page label)
Ralph Lauren,Lifestyle Partner,,https://cdn.prod.website-files.com/6756df8f05088bc3e51c64ea/68d973246e9c04ee80f831d9_lcZChpPiN-2ADFGvVMNhjQo3va0AFm7nRe4z3VEifIk.svg,,TOKEN2049 Singapore,2026,https://www.token2049.com/singapore/partners,Carried over from 2025 lineup (per page label)
Hedley Studios,Lifestyle Partner,,https://cdn.prod.website-files.com/6756df8f05088bc3e51c64ea/690da9e044c40c87f349fe45_W8WFiTyw3aMDEjiBs2XnnW0URsNwioDrk0yfTviZAcc.png,,TOKEN2049 Singapore,2026,https://www.token2049.com/singapore/partners,Carried over from 2025 lineup (per page label)
Tatler Asia,Lifestyle Partner,,https://cdn.prod.website-files.com/6756df8f05088bc3e51c64ea/68d15a332a9a9b37af52d28c_pEgmqP9IB2j4EgFwLKiqQoth4z72BTRsXKfDPvkvOq4.svg,,TOKEN2049 Singapore,2026,https://www.token2049.com/singapore/partners,Carried over from 2025 lineup (per page label)
IM8,Lifestyle Partner,,https://cdn.prod.website-files.com/6756df8f05088bc3e51c64ea/68d15a362856d3e957696314_R8-x0RKBpvQImXi3Xvcmn02uHddl04V3RjcPRGsQxuo.svg,,TOKEN2049 Singapore,2026,https://www.token2049.com/singapore/partners,Carried over from 2025 lineup (per page label)
Elyx,Lifestyle Partner,,https://cdn.prod.website-files.com/6756df8f05088bc3e51c64ea/690da9e44c9d5a698ec48914_KfL1Ks0Dh-6S2S2JBqWTqtGMIrm9o_V8LhImqCf8zuw.png,,TOKEN2049 Singapore,2026,https://www.token2049.com/singapore/partners,Carried over from 2025 lineup (per page label)
Bloomberg,Media Partner,,https://cdn.prod.website-files.com/6756df8f05088bc3e51c64ea/6914046d22aa0440cd3d88ed_GEefjkXsgL6pJvYnoC9rCIgZL_H7MUnGrB-FrQyvEXg.png,,TOKEN2049 Singapore,2026,https://www.token2049.com/singapore/partners,Carried over from 2025 lineup (per page label)
CNBC,Media Partner,,https://cdn.prod.website-files.com/6756df8f05088bc3e51c64ea/69140470bbfcda586b463768_sGJjS5xJ0x-x-Dh8KP3B7Ww9SUWjIOXuEO3KJ_rvAhw.png,,TOKEN2049 Singapore,2026,https://www.token2049.com/singapore/partners,Carried over from 2025 lineup (per page label)
The Wall Street Journal,Media Partner,,https://cdn.prod.website-files.com/6756df8f05088bc3e51c64ea/690da5f7db02cef4064e891e_-305XNXb__bEKqsiW8Vn4sa5jszw-nZASJb5_fWeRNc.png,,TOKEN2049 Singapore,2026,https://www.token2049.com/singapore/partners,Carried over from 2025 lineup (per page label)
Financial Times,Media Partner,,https://cdn.prod.website-files.com/6756df8f05088bc3e51c64ea/6914047b7c2303764e60c1cf_kOLGSrUGXksH3uW-6zdHth44IgddW2Jnknw-6uPXEw4.png,,TOKEN2049 Singapore,2026,https://www.token2049.com/singapore/partners,Carried over from 2025 lineup (per page label)
New York Times,Media Partner,,https://cdn.prod.website-files.com/6756df8f05088bc3e51c64ea/690da5fbb4badc431679573d_sC5pwczFXkuLVYhQKbX8Dhytrhg72Ijdl0BuM4eU0MU.png,,TOKEN2049 Singapore,2026,https://www.token2049.com/singapore/partners,Carried over from 2025 lineup (per page label)
BBC,Media Partner,,https://cdn.prod.website-files.com/6756df8f05088bc3e51c64ea/690da5ff174f52429289b4b8_18Ehu-AZgn3NiXlA-H0ejzeLqy2GhpfWUGMptH44QYw.png,,TOKEN2049 Singapore,2026,https://www.token2049.com/singapore/partners,Carried over from 2025 lineup (per page label)
CNN,Media Partner,,https://cdn.prod.website-files.com/6756df8f05088bc3e51c64ea/690da600db02cef4064e8d8e_0jjzD2tqX8KeZ9usE5739iBoC-skWsVOcO_jnb8dUlA.png,,TOKEN2049 Singapore,2026,https://www.token2049.com/singapore/partners,Carried over from 2025 lineup (per page label)
Reuters,Media Partner,,https://cdn.prod.website-files.com/6756df8f05088bc3e51c64ea/6914048240bb7ca15a625b52_FdkOUJAD2cEtPuxC3eIctij6KRJKFTWuPrCGHzenQeU.png,,TOKEN2049 Singapore,2026,https://www.token2049.com/singapore/partners,Carried over from 2025 lineup (per page label)
Forbes,Media Partner,,https://cdn.prod.website-files.com/6756df8f05088bc3e51c64ea/691404808f47b05a5aa254cb_TUPhaPBDI5M2NotajB-WOnm2EieA0VkZDBWP1CRnyX4.png,,TOKEN2049 Singapore,2026,https://www.token2049.com/singapore/partners,Carried over from 2025 lineup (per page label)
CNA,Media Partner,,https://cdn.prod.website-files.com/6756df8f05088bc3e51c64ea/690da6ac9f1ff719a3660223_IxzwBkypjt6m5kxUa9hvbaWRCVOAiJOIqusqVqeGRmY.png,,TOKEN2049 Singapore,2026,https://www.token2049.com/singapore/partners,Carried over from 2025 lineup (per page label)
SCMP,Media Partner,,https://cdn.prod.website-files.com/6756df8f05088bc3e51c64ea/690da6adbe2dc786cfe819c1_DC_Uo4-QWoDqJpQ5AVl2z7_WIQOxBIDYJHokj72K1DM.png,,TOKEN2049 Singapore,2026,https://www.token2049.com/singapore/partners,Carried over from 2025 lineup (per page label)
Nikkei,Media Partner,,https://cdn.prod.website-files.com/6756df8f05088bc3e51c64ea/690da6afc3c6ddb3c2df12a8_9ZwkvDhksIf2WtStW3dlPU4Jhjdt38BDJsGsFxD14DA.png,,TOKEN2049 Singapore,2026,https://www.token2049.com/singapore/partners,Carried over from 2025 lineup (per page label)
The Business Times,Media Partner,,https://cdn.prod.website-files.com/6756df8f05088bc3e51c64ea/68bba814747cc06e6b2052e5_hAiyZt9w3jnLSYmoRJz-y6L-pICcXH4_AtSQZobAx4o.png,,TOKEN2049 Singapore,2026,https://www.token2049.com/singapore/partners,Carried over from 2025 lineup (per page label)
